ID_Estudante,Nome_Estudante,Genero,Serie,Nome_Escola,Nota_Redacao,Nota_Matematica
3179,Allison Martinez,F,8,Escola B,83,97
3180,Ryan Villarreal,M,8,Escola B,68,68
3181,Rachel Harris,F,9,Escola B,95,71
3182,Susan Rogers,F,6,Escola B,72,61
3183,Michael Ortiz,M,6,Escola B,67,96
3184,Diana Guzman,F,6,Escola B,99,66
3185,Robert Sullivan,M,7,Escola B,64,63
3186,Daniel Hughes,M,6,Escola B,67,87
3187,Jason Le,M,7,Escola B,98,92
3188,Andre Day,M,9,Escola B,84,63
3189,Michael Evans DVM,M,7,Escola B,68,94
3190,Catherine Mckinney,F,7,Escola B,90,58
3191,April Patterson,F,9,Escola B,85,60
3192,Richard Martinez,M,7,Escola B,71,99
3193,Darrell Woodard,M,6,Escola B,89,86
3194,Leslie Harris,F,6,Escola B,83,58
3195,Michael Crawford,M,7,Escola B,87,68
3196,Donna Lowe,F,7,Escola B,77,83
3197,Eric Johnson,M,7,Escola B,68,87
3198,Brett Salazar,M,6,Escola B,78,69
3199,Christopher Baker,M,7,Escola B,81,56
3200,Tina Mendoza,F,6,Escola B,73,79
3201,Megan Webb,F,7,Escola B,95,83
3202,Miss Ebony Bell,F,9,Escola B,72,78
3203,Richard Smith,M,6,Escola B,75,98
3204,Christina Garrett,F,6,Escola B,79,68
3205,Lisa Griffin,F,6,Escola B,93,85
3206,Monique Kennedy,F,6,Escola B,68,75
3207,Michael Martinez,M,9,Escola B,89,86
3208,Alexis Fuller,F,9,Escola B,68,91
3209,Tony Moss,M,6,Escola B,90,80
3210,Alexis Smith,F,6,Escola B,90,77
3211,Angela Lin,F,8,Escola B,92,95
3212,Larry George,M,7,Escola B,84,82
3213,Michael Smith,M,6,Escola B,72,83
3214,William Black,M,7,Escola B,72,66
3215,Jillian Lopez,F,7,Escola B,76,59
3216,Shannon Brooks,F,8,Escola B,96,79
3217,Ashley Wyatt,F,6,Escola B,74,77
3218,Jennifer Fisher,F,8,Escola B,76,58
3219,Linda Taylor,F,7,Escola B,84,89
3220,Barbara Maldonado,F,8,Escola B,73,82
3221,Victor Stone,M,6,Escola B,68,60
3222,John Gutierrez,M,9,Escola B,77,86
3223,Caroline Gill,F,8,Escola B,94,62
3224,Lisa Boyd,F,6,Escola B,68,98
3225,Laura Williams,F,9,Escola B,64,87
3226,Jennifer Jarvis,F,7,Escola B,98,58
3227,Theresa Mercado,F,6,Escola B,84,73
3228,Tyler Frye,M,6,Escola B,68,73
3229,Brooke Hunter,F,8,Escola B,92,73
3230,Cynthia Keith,F,8,Escola B,63,77
3231,Craig Perez,M,8,Escola B,84,91
3232,Laura Rodriguez,F,7,Escola B,99,91
3233,Brian Mitchell,M,9,Escola B,66,77
3234,Ryan Madden,M,9,Escola B,71,76
3235,Theresa Bradford,F,9,Escola B,98,87
3236,Veronica Banks,F,6,Escola B,71,80
3237,William Ferguson,M,7,Escola B,74,90
3238,Thomas Maxwell,M,7,Escola B,75,93
3239,John Burns,M,9,Escola B,79,58
3240,Amber Allen,F,6,Escola B,68,70
3241,Yvonne Gutierrez,F,8,Escola B,74,92
3242,Shannon Cox,F,7,Escola B,87,71
3243,Sara Lloyd,F,8,Escola B,91,92
3244,Steven Hamilton,M,8,Escola B,97,57
3245,Stephanie Davis,F,9,Escola B,72,71
3246,Crystal Nguyen,F,7,Escola B,81,91
3247,Justin Riddle,M,6,Escola B,83,59
3248,Sandra Fox,F,7,Escola B,75,70
3249,Christine Haas,F,6,Escola B,89,85
3250,Robert Christian,M,9,Escola B,95,92
3251,Amanda Brewer,F,6,Escola B,65,62
3252,Ryan Joyce,M,6,Escola B,76,74
3253,Carol Garcia,F,7,Escola B,82,87
3254,Bradley Garrett,M,7,Escola B,95,81
3255,Yvonne Huber,F,8,Escola B,64,83
3256,Ashley Hill,F,6,Escola B,64,91
3257,Michael Collins,M,6,Escola B,99,79
3258,Mark Cook,M,8,Escola B,64,60
3259,Shane Scott,M,7,Escola B,96,68
3260,Aaron Watson,M,7,Escola B,66,84
3261,Darren Cunningham,M,8,Escola B,64,89
3262,Mary Lloyd,F,6,Escola B,73,81
3263,Edward Ruiz,M,8,Escola B,69,55
3264,Margaret Cruz,F,6,Escola B,81,73
3265,Caroline Hess,F,8,Escola B,72,56
3266,Carla Murphy,F,7,Escola B,83,67
3267,Holly Pearson,F,6,Escola B,70,70
3268,Wanda Peterson,F,8,Escola B,81,90
3269,Carrie Meyer,F,9,Escola B,70,87
3270,Ryan Rodgers,M,9,Escola B,83,87
3271,James Morgan,M,9,Escola B,92,71
3272,David Flowers,M,7,Escola B,80,99
3273,Corey Singh,M,6,Escola B,70,95
3274,Patricia Peterson,F,7,Escola B,81,58
3275,Randy Sanchez,M,6,Escola B,98,65
3276,Christian Williams,M,7,Escola B,79,89
3277,Richard Bauer,M,9,Escola B,68,55
3278,Richard Kerr,M,7,Escola B,67,61
3279,Justin Mullins DDS,M,7,Escola B,65,86
3280,Amanda Mclaughlin,F,6,Escola B,95,65
3281,Angela Anderson,F,7,Escola B,71,96
3282,Sarah Lawson,F,8,Escola B,78,70
3283,Nicole Castillo,F,6,Escola B,92,72
3284,Darrell Tran,M,8,Escola B,81,99
3285,Kimberly Thompson,F,9,Escola B,75,88
3286,Steven Delgado,M,8,Escola B,66,70
3287,Jeremiah Holden,M,8,Escola B,91,91
3288,Kaylee Burton,F,9,Escola B,83,56
3289,Andrew Goodman,M,9,Escola B,74,76
3290,Charles Johnson,M,7,Escola B,82,74
3291,Elizabeth Davis,F,7,Escola B,87,62
3292,Randall Butler,M,8,Escola B,90,86
3293,Christopher Gibson,M,7,Escola B,64,97
3294,David Roberts,M,7,Escola B,67,75
3295,Patricia Underwood,F,7,Escola B,72,83
3296,Joshua Williams,M,9,Escola B,87,73
3297,Christopher Doyle,M,6,Escola B,78,95
3298,Heather Gilmore,F,9,Escola B,80,91
3299,Marissa Guzman,F,6,Escola B,81,81
3300,Nathan Smith,M,8,Escola B,64,69
3301,Heather Kennedy,F,8,Escola B,66,55
3302,Debbie Alexander,F,9,Escola B,77,77
3303,Juan Gonzales,M,8,Escola B,99,85
3304,Julie Webster,F,9,Escola B,99,95
3305,James Sampson,M,6,Escola B,78,84
3306,Blake Doyle,M,8,Escola B,67,98
3307,Andrew Ross,M,8,Escola B,69,98
3308,Ashley Carroll,F,7,Escola B,95,94
3309,Jessica Sheppard,F,8,Escola B,68,65
3310,Brenda Scott,F,9,Escola B,76,72
3311,Roger Mitchell,M,9,Escola B,77,70
3312,Taylor Martinez,M,6,Escola B,95,74
3313,Vincent Jimenez,M,8,Escola B,80,63
3314,Leslie Price,F,7,Escola B,65,92
3315,Hector Delgado,M,6,Escola B,94,93
3316,Tim Moran,M,6,Escola B,85,88
3317,Brett Mendez,M,6,Escola B,86,62
3318,Michelle Mejia,F,7,Escola B,68,96
3319,Jordan Wilson,F,7,Escola B,98,87
3320,Amy Nielsen,F,7,Escola B,88,64
3321,Susan Davis,F,6,Escola B,82,64
3322,Denise Terry,F,8,Escola B,86,93
3323,Kelly Campbell,F,9,Escola B,65,69
3324,Heather Ray,F,9,Escola B,65,65
3325,Mackenzie Mills,F,8,Escola B,91,65
3326,Sarah Stuart,F,8,Escola B,80,68
3327,Wendy Bowman,F,6,Escola B,93,72
3328,Tracy Dennis,F,8,Escola B,63,98
3329,Alexander Navarro,M,9,Escola B,76,67
3330,Melissa Robertson,F,8,Escola B,90,83
3331,Tommy Stone,M,7,Escola B,95,89
3332,Kimberly Crawford,F,8,Escola B,95,76
3333,Jill Walker,F,6,Escola B,69,83
3334,Lori Butler,F,8,Escola B,79,86
3335,Edwin Clark,M,9,Escola B,99,88
3336,Connie Hart,F,8,Escola B,99,69
3337,Joseph Bell,M,9,Escola B,84,71
3338,Amanda Ellis,F,8,Escola B,81,78
3339,James Brown,M,6,Escola B,92,64
3340,Alicia Campbell,F,8,Escola B,66,55
3341,Kevin Lowe,M,7,Escola B,86,69
3342,Kelsey Chen,F,8,Escola B,89,59
3343,Lori Brennan,F,9,Escola B,86,64
3344,Wendy Scott,F,8,Escola B,65,92
3345,Mary Walters,F,6,Escola B,76,83
3346,Connie Maddox,F,6,Escola B,95,78
3347,Brittany Wolf,F,6,Escola B,84,65
3348,Melanie Cox,F,6,Escola B,70,82
3349,Cheryl Brewer,F,9,Escola B,69,88
3350,Lauren Holt,F,8,Escola B,63,90
3351,Eric Hicks,M,9,Escola B,99,67
3352,Eric Patton,M,6,Escola B,95,83
3353,David Watson,M,8,Escola B,93,77
3354,Valerie Scott,F,7,Escola B,68,63
3355,Rodney Vargas,M,6,Escola B,82,64
3356,Cynthia Thompson,F,7,Escola B,96,68
3357,Miguel Arnold,M,7,Escola B,75,67
3358,Eddie Harris,M,7,Escola B,67,56
3359,Tara Williams DVM,F,8,Escola B,91,64
3360,Wesley Stewart,M,7,Escola B,68,85
3361,Paula Wilcox,F,6,Escola B,88,90
3362,Joshua Edwards,M,8,Escola B,72,74
3363,Carol Griffin,F,8,Escola B,97,91
3364,Carolyn Richards,F,8,Escola B,79,86
3365,Darrell Lewis,M,8,Escola B,88,75
3366,Clayton Miller,M,9,Escola B,90,65
3367,Cory Herman,M,7,Escola B,66,84
3368,David White,M,7,Escola B,70,63
3369,Joe Simpson,M,8,Escola B,90,83
3370,Nancy Bender,F,7,Escola B,72,66
3371,Nicholas Middleton,M,6,Escola B,77,99
3372,Ryan Williams,M,9,Escola B,68,93
3373,Meghan Russell,F,7,Escola B,88,91
3374,Jerome Gomez,M,8,Escola B,86,96
3375,Jeffrey Stephens,M,6,Escola B,99,90
3376,Stephanie Watson,F,7,Escola B,63,90
3377,Colleen Dominguez,F,8,Escola B,92,56
3378,Teresa Ryan,F,6,Escola B,89,81
3379,Devon Farrell,M,6,Escola B,64,75
3380,Gregory Weaver,M,8,Escola B,85,89
3381,Brandon Cooper,M,7,Escola B,82,64
3382,Ronald Porter,M,8,Escola B,84,60
3383,Vanessa Brown,F,6,Escola B,75,97
3384,Derrick Johnson,M,6,Escola B,87,80
3385,Jessica Watkins,F,8,Escola B,65,68
3386,Anthony Pineda,M,7,Escola B,89,87
3387,Alexandra Norris,F,6,Escola B,90,58
3388,John Hernandez,M,6,Escola B,99,62
3389,Steven Haynes,M,8,Escola B,81,63
3390,Christopher Roy,M,6,Escola B,65,87
3391,John Carlson,M,7,Escola B,74,77
3392,Heather Gonzales,F,6,Escola B,98,76
3393,Dana Villarreal,F,7,Escola B,96,72
3394,Christopher White,M,8,Escola B,84,59
3395,Lee Jensen,M,9,Escola B,92,91
3396,Jessica Anderson,F,7,Escola B,77,83
3397,Lisa Olson,F,8,Escola B,93,94
3398,Krista Christensen,F,6,Escola B,73,57
3399,Jennifer Rodriguez,F,6,Escola B,80,56
3400,Alex Nguyen,M,6,Escola B,67,69
3401,Stephanie Martin,F,8,Escola B,95,58
3402,Joseph Turner,M,6,Escola B,81,63
3403,John Mendoza,M,9,Escola B,77,69
3404,Sarah Lee,F,9,Escola B,96,83
3405,Daniel Larsen,M,9,Escola B,91,71
3406,William Harrington,M,9,Escola B,83,74
3407,Peter Williamson,M,9,Escola B,68,76
3408,Cody Mueller Jr.,M,7,Escola B,65,76
3409,Ryan Williams,M,6,Escola B,75,91
3410,Tiffany Jackson,F,9,Escola B,80,66
3411,Samantha Cochran,F,7,Escola B,89,76
3412,Billy Gonzalez,M,6,Escola B,92,96
3413,Stephen Campbell,M,9,Escola B,68,98
3414,Todd Perry,M,8,Escola B,73,90
3415,Eric Rangel,M,9,Escola B,87,91
3416,Matthew Silva,M,6,Escola B,65,81
3417,Carrie Petersen,F,7,Escola B,65,83
3418,Emily Figueroa,F,9,Escola B,74,63
3419,Andrea Johnson,F,7,Escola B,68,82
3420,Colton Turner,M,6,Escola B,91,74
3421,Jeremy Saunders,M,7,Escola B,68,87
3422,Kiara Williams MD,F,8,Escola B,66,99
3423,Jillian Bass,F,8,Escola B,69,69
3424,James Ellis,M,9,Escola B,76,57
3425,Adam Reed,M,6,Escola B,65,67
3426,Debra Figueroa,F,6,Escola B,79,84
3427,Penny Richardson,F,6,Escola B,69,89
3428,Joseph Wright,M,8,Escola B,63,90
3429,David Johnson,M,7,Escola B,82,65
3430,Paul Taylor,M,6,Escola B,94,87
3431,Jennifer Armstrong,F,7,Escola B,76,79
3432,Richard Pratt,M,8,Escola B,89,74
3433,Julia Sellers,F,6,Escola B,98,85
3434,Steven Lopez,M,7,Escola B,87,60
3435,Christine Williams,F,9,Escola B,67,58
3436,Jennifer Reyes,F,8,Escola B,76,77
3437,Eric Anderson,M,6,Escola B,77,63
3438,Julie Powell,F,8,Escola B,95,96
3439,Bryan Faulkner,M,6,Escola B,96,85
3440,Jennifer Francis,F,8,Escola B,70,74
3441,Charles Nichols,M,9,Escola B,76,84
3442,Mathew White Jr.,M,8,Escola B,63,77
3443,David Sanchez,M,9,Escola B,66,82
3444,Brian Avery,M,6,Escola B,80,62
3445,Claire Palmer,F,9,Escola B,80,57
3446,Megan Torres,F,7,Escola B,87,78
3447,Christopher Harper,M,9,Escola B,92,90
3448,Angela Long,F,7,Escola B,98,67
3449,Michael Mcknight,M,7,Escola B,69,99
3450,Steve Hendricks MD,M,7,Escola B,71,80
3451,Gary Golden,M,6,Escola B,88,91
3452,Kimberly Cunningham,F,9,Escola B,74,99
3453,Luis Silva,M,7,Escola B,88,69
3454,Katherine Arellano,F,6,Escola B,83,96
3455,Richard Jones,M,7,Escola B,98,61
3456,Jeffrey Turner,M,6,Escola B,72,87
3457,Marissa Ramirez,F,7,Escola B,96,86
3458,Thomas Becker,M,6,Escola B,75,82
3459,Michael Larson,M,8,Escola B,74,64
3460,Brandi Velazquez,F,7,Escola B,64,87
3461,Michele Williams,F,7,Escola B,80,55
3462,Christopher Ortiz,M,7,Escola B,63,95
3463,Marcus Griffin,M,6,Escola B,97,55
3464,Abigail Shelton,F,8,Escola B,83,78
3465,Victor Duarte,M,8,Escola B,86,79
3466,Bradley Stone,M,8,Escola B,63,79
3467,Stacy Maynard,F,9,Escola B,99,82
3468,Rachael Crosby,F,7,Escola B,70,98
3469,Tara Maldonado,F,6,Escola B,89,93
3470,Michael Martin,M,6,Escola B,72,55
3471,Amanda Mahoney,F,6,Escola B,76,77
3472,Tracey Thompson,F,6,Escola B,96,69
3473,Steven Snyder PhD,M,9,Escola B,70,98
3474,Nathan Coleman,M,6,Escola B,82,98
3475,Sarah Soto,F,8,Escola B,79,72
3476,Andrew Fox,M,7,Escola B,89,89
3477,Dennis Green,M,8,Escola B,87,88
3478,Sarah Shelton,F,7,Escola B,89,78
3479,Jessica Warner PhD,F,9,Escola B,83,63
3480,Trevor Summers DDS,M,6,Escola B,77,59
3481,Tiffany Dennis,F,8,Escola B,70,61
3482,Julia Potter,F,9,Escola B,92,57
3483,Stacy Castillo,F,7,Escola B,86,62
3484,Scott Vega,M,7,Escola B,70,88
3485,Christina Ibarra,F,7,Escola B,65,58
3486,Dwayne Martin,M,6,Escola B,67,63
3487,Felicia Marshall,F,9,Escola B,90,70
3488,Brian Hogan,M,9,Escola B,96,88
3489,Gregory Thompson,M,6,Escola B,74,96
3490,Rickey Higgins,M,9,Escola B,79,78
3491,Diane Thompson,F,8,Escola B,94,88
3492,Douglas Hamilton,M,6,Escola B,77,85
3493,Terry Newton,M,8,Escola B,77,85
3494,Shannon Bryant,F,8,Escola B,82,55
3495,Cheryl Howard,F,7,Escola B,64,79
3496,Anthony Lawrence,M,8,Escola B,99,73
3497,Andrea Anderson,F,6,Escola B,73,95
3498,Stacy Guzman,F,6,Escola B,94,92
3499,Alexander Gross,M,7,Escola B,97,56
3500,Shelley Gutierrez,F,7,Escola B,70,82
3501,Kayla Martin,F,8,Escola B,64,95
3502,Joshua Sullivan,M,6,Escola B,96,91
3503,James Tucker,M,6,Escola B,73,62
3504,Susan Brown,F,8,Escola B,95,61
3505,Angela Cain,F,8,Escola B,86,91
3506,Ruben Young,M,8,Escola B,93,72
3507,Jason Garza,M,7,Escola B,65,64
3508,Jessica Mendoza,F,6,Escola B,96,84
3509,Sarah Davidson,F,7,Escola B,65,71
3510,Travis Lee,M,7,Escola B,69,72
3511,Anthony Rogers,M,6,Escola B,92,91
3512,Maria Doyle MD,F,9,Escola B,64,64
3513,Eric Allen,M,6,Escola B,95,59
3514,William Dennis,M,7,Escola B,99,84
3515,John Collins,M,7,Escola B,92,75
3516,Anthony Carlson,M,7,Escola B,75,97
3517,Arthur Navarro,M,8,Escola B,96,78
3518,Andrew Trujillo,M,8,Escola B,65,80
3519,Carolyn Anderson,F,6,Escola B,85,96
3520,Larry Jones,M,6,Escola B,85,59
3521,Krista Martinez,F,6,Escola B,72,57
3522,Paul Day,M,9,Escola B,83,66
3523,Jared Ramirez,M,9,Escola B,87,81
3524,David Perez,M,7,Escola B,83,81
3525,Stacie Walker DDS,F,8,Escola B,70,75
3526,James Garrett,M,9,Escola B,75,91
3527,Carrie Downs,F,8,Escola B,68,82
3528,Martin Anderson,M,6,Escola B,88,70
3529,Alexandra Beard,F,6,Escola B,83,80
3530,Michael Rogers,M,7,Escola B,91,96
3531,Lori Kent,F,6,Escola B,92,78
3532,Scott Hill,M,7,Escola B,67,82
3533,Michael Garcia,M,7,Escola B,66,83
3534,Joshua Taylor,M,9,Escola B,95,95
3535,Dana Chavez,F,8,Escola B,94,57
3536,Annette Smith,F,8,Escola B,84,57
3537,James Acevedo,M,7,Escola B,72,82
3538,Barbara Williams,F,6,Escola B,86,87
3539,Jacob Schwartz,M,8,Escola B,84,80
3540,Isabella Blanchard,F,7,Escola B,89,65
3541,Robin Parker,F,7,Escola B,93,68
3542,Michael Hoover,M,8,Escola B,90,55
3543,Ann Harris,F,7,Escola B,98,87
3544,Maria Blackwell,F,8,Escola B,95,89
3545,Kyle Green,M,9,Escola B,74,58
3546,Kathy Hancock,F,7,Escola B,93,96
3547,Shannon Johnson,F,8,Escola B,77,56
3548,Barbara Jones,F,6,Escola B,98,82
3549,Sean Huber,M,8,Escola B,95,57
3550,Jamie Chambers,F,6,Escola B,84,58
3551,Barbara Williams,F,8,Escola B,78,55
3552,Ricardo Jones,M,7,Escola B,86,76
3553,Henry Jenkins,M,6,Escola B,90,94
3554,Rachel Hurley,F,7,Escola B,95,61
3555,Nathan Little,M,8,Escola B,76,61
3556,John Adams,M,7,Escola B,65,59
3557,Michele Gray,F,8,Escola B,88,66
3558,Bailey Cochran,F,8,Escola B,93,76
3559,Robert Lee,M,6,Escola B,85,67
3560,Mike Holland,M,8,Escola B,96,97
3561,Brian Bradley,M,7,Escola B,94,96
3562,Dawn Watts,F,7,Escola B,79,85
3563,Ian Aguilar,M,6,Escola B,64,57
3564,Kimberly Wilson,F,9,Escola B,66,86
3565,Ryan Pierce,M,7,Escola B,85,95
3566,Tyler Hunt,M,9,Escola B,83,57
3567,Scott Martinez,M,9,Escola B,79,73
3568,Samuel Garcia,M,7,Escola B,84,60
3569,Lori Rivera,F,7,Escola B,92,92
3570,Greg Holder,M,9,Escola B,84,97
3571,Barbara Davis,F,8,Escola B,64,89
3572,Jennifer Tucker,F,6,Escola B,80,83
3573,Erin Williamson,F,6,Escola B,85,90
3574,Terry Summers,F,6,Escola B,73,93
3575,Christopher Hutchinson,M,6,Escola B,70,66
3576,Marcus Flores,M,7,Escola B,89,72
3577,Cameron Mitchell,M,7,Escola B,76,89
3578,Edward Dorsey,M,7,Escola B,68,61
3579,Mike Hall,M,8,Escola B,73,71
3580,Aaron Cooper,M,8,Escola B,86,80
3581,Cheryl Burton,F,9,Escola B,70,84
3582,Todd Welch,M,8,Escola B,82,65
3583,Keith Duncan,M,9,Escola B,87,68
3584,Tonya Ferguson,F,8,Escola B,94,59
3585,Jennifer Rocha,F,6,Escola B,72,83
3586,Christina Simpson,F,7,Escola B,81,82
3587,Stephen Rollins,M,6,Escola B,95,69
3588,Brooke Flynn,F,6,Escola B,97,56
3589,Krystal Knapp,F,7,Escola B,90,77
3590,Mark Wells,M,7,Escola B,65,78
3591,Matthew Krueger,M,9,Escola B,65,97
3592,Linda Roberson,F,8,Escola B,72,70
3593,John Marquez,M,8,Escola B,67,55
3594,Katherine Warren,F,8,Escola B,85,81
3595,Calvin Moore,M,7,Escola B,72,77
3596,Laura Serrano,F,8,Escola B,89,57
3597,Cynthia Miller,F,8,Escola B,84,63
3598,Megan House DVM,F,7,Escola B,96,73
3599,Aaron Hernandez,M,9,Escola B,90,97
3600,Christine Evans,F,7,Escola B,74,58
3601,Ms. Deborah Coleman,F,7,Escola B,74,71
3602,Frederick Gonzalez,M,8,Escola B,98,79
3603,Benjamin Shaffer,M,7,Escola B,94,64
3604,Richard Edwards,M,6,Escola B,87,94
3605,Elizabeth Lang,F,6,Escola B,78,79
3606,Ryan Solis,M,6,Escola B,95,55
3607,Richard Peters,M,9,Escola B,94,59
3608,Thomas Hernandez,M,6,Escola B,94,97
3609,Lori Cummings,F,8,Escola B,68,57
3610,Andrew Wolfe,M,7,Escola B,88,87
3611,Melanie Wall,F,7,Escola B,89,55
3612,Shelby Castillo,F,6,Escola B,73,70
3613,Melissa Garner,F,7,Escola B,98,72
3614,Danny Jackson,M,7,Escola B,77,76
3615,Miranda Massey,F,6,Escola B,99,60
3616,Brittany Jensen,F,8,Escola B,67,72
3617,Bradley Moreno,M,6,Escola B,72,94
3618,Tamara Buck,F,9,Escola B,97,71
3619,Travis Ramos,M,8,Escola B,94,78
3620,Frank Coleman,M,7,Escola B,85,98
3621,Christopher Holden,M,6,Escola B,63,83
3622,Michael Griffin,M,6,Escola B,76,62
3623,Kelly Gordon,M,6,Escola B,85,69
3624,Daniel Spencer,M,9,Escola B,65,78
3625,Stacy Petersen,F,7,Escola B,74,93
3626,Carol Mccarthy,F,9,Escola B,78,82
3627,Eric Mcknight,M,6,Escola B,92,97
3628,Bonnie Jacobs,F,8,Escola B,71,98
3629,Amber Perez,F,7,Escola B,74,89
3630,Bailey Ray,F,8,Escola B,84,64
3631,Kylie Richmond,F,8,Escola B,91,76
3632,Lori Baker,F,9,Escola B,92,66
3633,Dave Jones,M,8,Escola B,75,97
3634,Gavin Walter,M,7,Escola B,94,70
3635,Sara Benson,F,6,Escola B,72,78
3636,Philip Horne,M,7,Escola B,68,88
3637,Erin Wilkerson,F,7,Escola B,78,95
3638,Michael Duncan,M,7,Escola B,66,59
3639,Shawn Jones,M,7,Escola B,74,60
3640,Cesar Jones,M,9,Escola B,86,87
3641,Tiffany Hernandez,F,6,Escola B,68,95
3642,Steven Johnson,M,7,Escola B,84,68
3643,Elizabeth Hansen,F,6,Escola B,68,80
3644,Erin Brooks,F,8,Escola B,92,62
3645,Steven Martinez,M,6,Escola B,88,60
3646,Tracy Smith,F,6,Escola B,79,80
3647,Jonathan Erickson,M,7,Escola B,97,98
3648,Barbara Bryan,F,6,Escola B,77,69
3649,Nancy Woods,F,8,Escola B,87,71
3650,Shelly Jackson,F,7,Escola B,73,80
3651,Richard Phillips,M,7,Escola B,88,90
3652,Phillip Nguyen,M,9,Escola B,76,77
3653,Brian Foster,M,7,Escola B,99,61
3654,Andrew Austin,M,6,Escola B,81,93
3655,Ryan Barker,M,6,Escola B,87,95
3656,Wayne Griffin,M,8,Escola B,66,62
3657,Christina Trevino,F,7,Escola B,66,71
3658,Roberto Garcia,M,8,Escola B,77,69
3659,Linda Gutierrez,F,9,Escola B,87,82
3660,James Torres,M,6,Escola B,67,61
3661,Nicholas Melendez,M,7,Escola B,96,85
3662,Kelly Ingram,F,9,Escola B,82,71
3663,Diamond Smith,F,6,Escola B,88,75
3664,Carolyn Hammond,F,7,Escola B,98,69
3665,Alexander Johnson,M,7,Escola B,97,60
3666,Antonio Brown,M,9,Escola B,64,99
3667,Christian Christian,M,6,Escola B,90,72
3668,Alicia Lopez,F,7,Escola B,74,87
3669,Ashley English,F,9,Escola B,93,89
3670,Justin Case,M,7,Escola B,68,68
3671,Mary Bowen,F,8,Escola B,84,88
3672,Joseph Chen,M,7,Escola B,97,72
3673,Scott Hensley,M,8,Escola B,86,69
3674,Gary Hernandez,M,7,Escola B,96,83
3675,Jennifer Gibson,F,6,Escola B,86,93
3676,Barbara Shannon,F,7,Escola B,71,89
3677,Tracey Nguyen,F,6,Escola B,68,55
3678,Cindy Johnson,F,7,Escola B,92,84
3679,David Bender,M,6,Escola B,93,90
3680,Brittany Jones,F,9,Escola B,99,62
3681,Carmen Fischer,F,6,Escola B,72,57
3682,Lauren Smith,F,6,Escola B,77,61
3683,John Bell,M,7,Escola B,89,83
3684,Andrea Santana,F,9,Escola B,75,78
3685,Melanie Cruz,F,7,Escola B,88,58
3686,Timothy Clements,M,6,Escola B,86,63
3687,Sandra Miller,F,7,Escola B,76,68
3688,Chad Jackson,M,8,Escola B,79,80
3689,Jessica Gonzalez,F,6,Escola B,71,99
3690,Keith Ryan,M,8,Escola B,65,68
3691,Jeffrey Patel,M,7,Escola B,92,72
3692,Kimberly Tate,F,9,Escola B,66,83
3693,Brooke Henry,F,8,Escola B,80,71
3694,Melissa Dyer,F,9,Escola B,99,99
3695,Mary Smith,F,6,Escola B,75,73
3696,Raymond Frazier,M,8,Escola B,86,95
3697,Marcus Smith,M,8,Escola B,93,83
3698,Brenda Bailey,F,9,Escola B,94,93
3699,Damon Wood,M,9,Escola B,84,67
3700,Cody Brennan,M,7,Escola B,77,86
3701,Jorge Johnson,M,7,Escola B,74,86
3702,Linda Chen,F,6,Escola B,73,90
3703,Thomas Stark,M,7,Escola B,93,87
3704,Ebony Roman,F,8,Escola B,96,70
3705,Patrick Ross,M,8,Escola B,63,76
3706,Brandi Smith,F,7,Escola B,78,85
3707,Alisha Beltran,F,6,Escola B,97,99
3708,Joseph Ramirez,M,7,Escola B,92,78
3709,Robert Knight,M,6,Escola B,80,71
3710,Ann Cruz,F,7,Escola B,66,64
3711,Ashley Kirby,F,6,Escola B,68,70
3712,Rebecca Lee,F,9,Escola B,87,75
3713,Amy Castillo,F,6,Escola B,80,99
3714,Holly Armstrong,F,6,Escola B,79,57
3715,Caroline Johnson,F,7,Escola B,67,87
3716,Isabel Williams,F,9,Escola B,63,74
3717,Brittany Delacruz,F,7,Escola B,78,56
3718,Jonathan Phillips,M,9,Escola B,74,75
3719,Olivia Bell,F,6,Escola B,67,61
3720,Ryan Brown,M,9,Escola B,78,64
3721,Kimberly Sanders,F,9,Escola B,97,83
3722,Tony Diaz,M,7,Escola B,68,69
3723,Lynn Jones,F,6,Escola B,92,80
3724,Jorge Spencer,M,8,Escola B,83,83
3725,Mary Rodriguez,F,7,Escola B,86,70
3726,Jason Mcdonald,M,8,Escola B,89,63
3727,Richard Lyons,M,8,Escola B,83,99
3728,Melody Kim,F,6,Escola B,79,80
3729,Johnathan Horton,M,6,Escola B,72,67
3730,Melissa Stevens,F,7,Escola B,83,76
3731,Michael Cox,M,7,Escola B,98,77
3732,Heidi Johnson,F,9,Escola B,98,61
3733,Brittany Hardy,F,8,Escola B,92,90
3734,Adrian Crane,M,9,Escola B,72,99
3735,Rodney Poole,M,8,Escola B,83,81
3736,Thomas Pratt,M,6,Escola B,75,76
3737,Allen Swanson,M,7,Escola B,67,86
3738,Anna Johnson,F,8,Escola B,88,85
3739,Pamela Garcia,F,6,Escola B,63,94
3740,Patrick Booker,M,9,Escola B,79,81
3741,Alexander Frye,M,8,Escola B,74,72
3742,Jonathan Reyes,M,9,Escola B,73,90
3743,Brandon Becker,M,8,Escola B,91,84
3744,Adrian Flores,M,6,Escola B,90,80
3745,Linda Jenkins,F,6,Escola B,89,97
3746,Mary Harris,F,7,Escola B,92,84
3747,Sarah Little,F,7,Escola B,88,97
3748,Rebecca Martin DVM,F,9,Escola B,92,87
3749,Lindsey Payne,F,9,Escola B,69,78
